hotel_id, comment_num, useful_num, pic_num, comment_date, rating, comment
13265, 10, 9, 23,2018-10-07,4.5,我们两家人一起来旅游的，这个酒店离海边很近，环境不错，服务一流，看我的图片，国庆期间服务员还给留了温馨小纸条，很难得，从这可以看出酒店的对客人的态度。我没有洁癖，所以卫生方面还是不错的，不能要求跟新酒店一样。我们在南京住的也是国信，感觉不错，所以到了连云港看到也有国信，就果断入住。总体感觉很好，值得推荐。另外有个提醒，出酒店吃饭的时候，门口外面有个人就一直跟着介绍到他家（龙潮阁）吃海鲜，朋友说去就去吧，结果去之后，一看菜单太贵了，也没好意思走，就随便点了两只螃蟹，和一条鱼，还有一个番茄炒蛋，结果吃了700多。第二天知道附近吃饭比他家便宜一半都不止，真是应了连云港当地旅游的宣传语，不要相信黄牛，拉客必被宰。
13265, 4, 1, 9,2018-08-16,4.0,特意在携程看了很久，就想找个环境好得。不过住宿环境有点失望，酒店的房间设施和快捷酒店差不多，酒店内的设施比较陈旧，与别的500多元的房间品质有差距。房间里的梳妆镜柜，味道特别大。大半夜11:30空调还不制冷，好在工作人员会全力帮忙解决。看到图片里有个绿地大平台，结果已经被破坏。总体来说，没有那种高大上的感觉。
13265, 20, 1,,2018-08-19,5.0,在网上订的酒店，选择酒店的位置和停车等条件到达酒店后都一一属实，很赞。前台及客房服务热情细致周到，房间装修及家具典雅舒适、简洁实用，服务员还送了水果酸奶，亲切温馨。酒店大堂、住宿房间、一楼餐厅干净卫生，用餐非常方便。酒店院子很大像花园一样，环境一流，停车很方便。这次入住很满意。用手机拍了照片，很抱歉还没学会发。
13265, 2,, 2,2018-07-13,5.0,在网上直接预订，第一天去花果山，玩过直接去酒店，酒店环境很好，挺舒适，干净，卫生，早上自助餐很丰富，价格虽然高了一点，但是环境，服务，位置，都很好，酒店还送了水果点心，临走时还送了小纪念品，值得推荐，下次再来还住这家，照片没拍，没这习惯！海涵！
13265,,,,2017-10-07,,完美～地理位置绝佳，爸妈出门很开心，玩得很好，住的也很好，服务到位，很适合自驾出行家庭，以后来连云港出游还会选择这家，照片爸妈不会拍就不上图了，但是服务真心棒，值得大家出行选择，爸爸专门嘱咐我给五星好评，哈哈哈哈哈哈哈
13268, 1, 1, 2,2017-07-26,5.0,不知道是图片错了还是前台错了或是故意，我订的b房给我的c房，想想自己一个人住无所谓了就没去说什么，其他都还好吧。。
13268, 5,,,2017-07-07,2.0,房间很小 和网上图片一点都不符合 卫生条件不好 床上有蟑螂
13268,,,,2018-12-23,,住的房间与图片不一样，房子面积大，空调不给力。
13268,,,,2018-08-23,,图片忘记拍了，说几点不能忍受的地方吧，将近300块钱的房间，只有卫生间有那么一丢丢纸巾，我估计要是拉肚子的话都不够用，其他房间里再无任何一点纸巾，难不成我开个宾馆自带纸巾？牙刷牙膏，拜托，能不能稍微走点心，叫你们经理刷一次试试呢！异味也有，我都不想说了，以后不会再去了！
13281, 8, 2, 12,2018-04-06,2.5,清明从青岛来盱眙吃小龙虾～看点评选择了金谷园，进门房间整体感觉还行，问题是，清洁工作是怎么做得我都不知道，卫生间两边得灯上面都是蜘蛛网，拍照拍不出，马桶是坏的，冲不下去，就没有水，空调整晚关了开开了关！还是打得热风吹凉风！！！！！！！早餐，品种非常少，图片也拍了，看下吧就那些～不推荐入住～
13281,,,,2019-02-05,,挺好的啊 比图片上好 早饭也不错
13299,,,,2019-11-12,,一看名字觉得是很守旧的，看了18年新装修图片决定入住。就在市区中心，离火车站不远，酒店整个建筑布局呈内凹型，有点四合院的感觉，这样一来即使在市中心也不吵，但是房间隔音效果一般，房间有迎宾水果。
13299, 1,,,2019-10-17,5.0,酒店位置很不错 离机场很近 旁边还有饭店 烧烤店之类的 主要很干净 很卫生 是我喜欢住的类型 我住酒店算比较挑剔的了😄 整体环境不输三四星酒店 以后有就会还会入住此酒店 就是到酒店急急忙忙睡了 一早起来赶飞机 忘记拍照片和视频了 总之真的很满意
13299,,,,2019-01-25,,本次入住3号楼，房间与网上照片一致，3407房型卫生间独立户型设计巧妙，空调很安静，Wi-Fi速度很快，就是床弹簧不太好了效果欠佳，赠送了水果和酸奶让人心情愉快，孩子早餐也没有收费，游泳池装修和水质都很OK，很适合带孩子学习游泳，早餐比较丰富，我喜欢的豆花做得恰到好处，酱牛肉软硬适中味道不错，晚上回来窗帘一拉掉了下来，打电话后服务工程人员立即修复，态度和效率很高，溧阳之行五星品质性价比很高，推荐这家酒店。
13313, 3, 1, 9,2017-08-25,4.5,两个小时不到的车程，第一次来宜兴，觉得还不错，市中心的位置，道路小了点，酒店的外貌跟宣传图片有一定的距离，但是进了大堂感觉还不错，服务人员也不错，保安大叔，接待李燕，经理毛海燕，行李员沈洁都挺热情的。还送了我们两份自制酸奶，本来只有一份，但是看到我们有两个小孩就送了两份。房间在六层，干净整洁，挺大的，送了两份儿童拖鞋和牙刷。卫生间是淋浴。
13314,,,,2017-10-17,,这次出游订了三个家庭房，网上图片的家庭房都有自动麻将机的，结果三个房间一个都没有，问前台说他们宾馆只有一个家庭房里有麻将机，而且已经有客人入住了，网上图片是忘记拿下来了，和他们商量的结果是让我们用他们的棋牌室，离房间老远的地方，很不方便。想在他们宾馆餐厅吃晚饭，服务员告诉我们不能喝酒，要喝酒就吃和菜，每人100元，这是什么意思？宾馆唯一的好处是在市中心。
13315, 1, 1,,2020-01-26,5.0,酒店位于城中繁华地段，有停车场，酒店后面的停车场比较小，附近有公共的停车场可以借用，酒店会给免费的停车券。酒店比较新，装修现代，和图片一致，服务很好，我们房间空调有问题，立马给换房间，不用我们去前台就办妥了。舒适房不大，最顶头的房间有个转角，更小些。早餐在12楼，地方不大，但东西还算丰富，面条馄饨都有。就是洗澡时水温不太稳定。
13315, 2, 1, 5,2019-10-07,5.0,房间安静舒适，前台服务态度很棒啊和. 12楼餐饮也很不错，感谢图片里的四位小哥哥，小姐姐给我送的小礼物。下次来还住这里
13315, 3, 1,,2019-10-06,4.8,早餐味道很好，就是种类少了点，是国庆所以人有点多，显得桌子有点少，客服服务态度很好，满足所有的问题，只是房间有点小，可能是市区的原因，然后亲子房的和图片差点，只有帐篷和一个摇一摇，体验差的就是洗澡的水忽冷忽热！但前台服务态度很好，还赠送了水和面包，大家都不容易，服务好弥补硬件设施，但还是建议硬件设施再齐全一些！毕竟是希尔顿欢朋酒店🏨！
13315, 2, 9,,2019-05-04,5.0,新装修的，干净，位置好，好像在市中心位置，价格还挺便宜，送了水果，服务很好，早餐吃的东西也多，味道还不错，这次5.1最满意的就是订了这个酒店，忘记拍图片了
13315, 4,,,2020-05-19,5.0,去到后，酒店环境很好，基本和图片一致。酒店的人员服务和接待也很好很热情。特别是服务员yangyang，在住宿时帮助了我们很多。多年不回老家这次回老家见到多年不见的亲戚很开心，感谢酒店的贴心服务！
13315, 4,,,2020-05-19,5.0,去到后，酒店环境很好，基本和图片一致。酒店的人员服务和接待也很好很热情。特别是服务员yangyang，在住宿时帮助了我们很多。多年不回老家这次回老家见到多年不见的亲戚很开心，感谢酒店的贴心服务！
